num_trans_per_hour,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,no_of_transaction_in_hour,type_of_transaction
12,TRANSFER,7515,C43704,10881,3366,D38873,8842,16357,1,,
3,TRANSFER,7974,C16392,8101,127,D81984,15170,23144,0,,
13,CASH_OUT,7672,C72049,13111,5439,D34596,3448,11120,0,,
17,TRANSFER,15317,C69073,17466,2149,D89715,3202,18519,0,,
17,TRANSFER,19244,C21311,13970,6096,D35584,13644,32888,0,,
13,CASH_OUT,17192,C16044,9214,6525,D54722,13888,31080,0,,
16,TRANSFER,3502,C86991,2196,1468,D30818,7242,10744,0,,
16,CASH_OUT,17087,C67657,10168,4607,D48220,13331,30418,1,,
1,TRANSFER,4608,C13613,13938,9330,D12164,8110,12718,1,,
9,TRANSFER,13786,C64062,19577,5791,D53712,13636,27422,1,,
19,CASH_OUT,11013,C99823,10790,1379,D55364,3373,14386,1,,
19,TRANSFER,6800,C33652,17866,11066,D68008,6759,13559,1,,
16,TRANSFER,8923,C44607,12793,3870,D36987,6578,15501,0,,
7,TRANSFER,7221,C15102,5348,1437,D68583,1910,9131,0,,
19,CASH_OUT,6665,C73449,16083,9418,D30719,10387,17052,0,,
10,CASH_OUT,10328,C21293,11040,712,D19737,19555,29883,0,,
14,TRANSFER,14704,C99681,5931,5822,D41232,10619,25323,1,,
11,CASH_OUT,15244,C48550,18602,3358,D66582,1198,16442,0,,
8,TRANSFER,2680,C36628,12928,10248,D63080,3343,6023,0,,
8,TRANSFER,10586,C38814,7075,5092,D72952,6696,17282,0,,
9,CASH_OUT,8180,C78166,15775,7595,D44554,1017,9197,1,,
2,CASH_OUT,1176,C93562,6015,4839,D50390,6293,7469,0,,
12,TRANSFER,9830,C41886,16221,6391,D17485,16158,25988,0,,
12,TRANSFER,7080,C24722,18590,11510,D42987,19169,26249,0,,
20,CASH_OUT,18152,C81116,6425,4199,D81881,2472,20624,0,,
1,CASH_OUT,9321,C57863,14869,5548,D49472,14981,24302,0,,
3,CASH_OUT,16491,C54382,16210,6026,D53806,8286,24777,0,,
19,CASH_OUT,4791,C73582,17953,13162,D21009,19405,24196,0,,
2,CASH_OUT,11156,C60134,11425,269,D38527,8963,20119,0,,
4,TRANSFER,2064,C93291,19945,17881,D87801,11758,13822,1,,
15,TRANSFER,1868,C50893,14565,12697,D39709,6527,8395,0,,
10,CASH_OUT,6965,C13489,5699,748,D16303,3616,10581,0,,
15,TRANSFER,3592,C47494,16553,12961,D11056,8120,11712,0,,
2,CASH_OUT,1268,C56880,16248,14980,D59570,11512,12780,0,,
4,CASH_OUT,19272,C19630,11113,9133,D76390,11143,30415,0,,
8,CASH_OUT,9331,C15981,4877,3063,D40082,8232,17563,1,,
4,CASH_OUT,17463,C78356,18380,917,D70610,7237,24700,1,,
16,TRANSFER,11127,C14486,2878,1204,D18268,4196,15323,0,,
16,TRANSFER,4033,C97517,9396,5363,D25319,10842,14875,0,,
9,TRANSFER,14184,C71415,2630,1612,D81176,14687,28871,0,,
14,CASH_OUT,13784,C43139,15539,1755,D72666,14183,27967,0,,
4,CASH_OUT,17217,C49988,15435,4412,D89677,14285,31502,0,,
11,TRANSFER,4308,C94657,5982,1674,D87830,3668,7976,0,,
10,TRANSFER,17995,C74478,19450,1455,D20009,14281,32276,1,,
15,CASH_OUT,9671,C50115,19899,10228,D41775,19706,29377,1,,
8,CASH_OUT,6106,C32948,12801,6695,D86227,12406,18512,0,,
7,TRANSFER,16677,C45907,15467,2329,D98736,7315,23992,0,,
1,TRANSFER,13197,C41036,18258,5061,D54490,1396,14593,1,,
8,TRANSFER,14848,C44769,7751,3882,D25519,1166,16014,0,,
16,TRANSFER,14662,C65092,3276,428,D42044,11130,25792,0,,
9,CASH_OUT,16893,C88182,17895,1002,D95241,2941,19834,0,,
3,TRANSFER,19368,C13537,13846,9813,D99443,19607,38975,0,,
7,CASH_OUT,11404,C80188,14154,2750,D99529,10530,21934,0,,
15,CASH_OUT,9918,C58326,11552,1634,D39805,6822,16740,1,,
19,CASH_OUT,10652,C60334,8562,5152,D63516,9468,20120,0,,
15,TRANSFER,6583,C87245,9580,2997,D79754,7368,13951,0,,
6,TRANSFER,16616,C12550,10000,6666,D10544,7507,24123,0,,
9,CASH_OUT,18072,C32855,15174,11300,D54272,14964,33036,0,,
6,TRANSFER,7470,C67755,13252,5782,D94888,6700,14170,0,,
13,TRANSFER,3083,C36665,7816,4733,D51808,18191,21274,0,,
9,TRANSFER,1027,C70097,10067,9040,D98167,19172,20199,0,,
8,TRANSFER,1261,C86319,16965,15704,D53494,13030,14291,1,,
20,CASH_OUT,8806,C76648,5972,2049,D42521,18559,27365,1,,
18,CASH_OUT,17615,C84401,4480,4177,D90339,16406,34021,0,,
7,CASH_OUT,1844,C69141,2010,166,D45417,7371,9215,1,,
12,TRANSFER,17898,C70661,5261,3028,D93214,11172,29070,0,,
13,CASH_OUT,6696,C89789,4173,1250,D87879,11390,18086,0,,
10,CASH_OUT,17692,C85258,18836,1144,D57216,7466,25158,0,,
4,TRANSFER,13903,C34066,10455,7692,D57457,14574,28477,0,,
17,TRANSFER,14338,C92620,8243,938,D50798,9200,23538,0,,
14,CASH_OUT,4132,C44283,5959,1827,D54681,9036,13168,0,,
10,TRANSFER,3186,C62949,12234,9048,D39706,9153,12339,0,,
11,TRANSFER,5753,C92393,18193,12440,D96449,18779,24532,1,,
6,CASH_OUT,5752,C26922,13006,7254,D36179,10269,16021,0,,
12,CASH_OUT,15316,C92836,15061,665,D56085,15768,31084,0,,
12,TRANSFER,8524,C54845,7594,4186,D29891,18956,27480,0,,
8,CASH_OUT,3030,C70851,3837,807,D13047,7556,10586,0,,
14,CASH_OUT,4460,C30236,12257,7797,D92499,6993,11453,0,,
16,TRANSFER,10398,C44704,17208,6810,D14468,10383,20781,1,,
3,TRANSFER,15024,C57743,2395,1215,D67307,6848,21872,0,,
11,TRANSFER,16696,C71484,17933,1237,D40987,4431,21127,0,,
14,CASH_OUT,10090,C42269,17351,7261,D47008,18693,28783,1,,
4,CASH_OUT,16150,C54828,16152,2,D39864,3194,19344,0,,
11,TRANSFER,15954,C91050,15196,13557,D76290,6029,21983,0,,
7,CASH_OUT,9381,C96741,3219,2979,D39846,9092,18473,1,,
6,TRANSFER,8444,C72666,16001,7557,D58505,1545,9989,0,,
6,TRANSFER,5747,C18152,6523,776,D57829,17742,23489,0,,
17,CASH_OUT,3880,C97203,11923,8043,D13671,4818,8698,0,,
6,CASH_OUT,7039,C30210,1064,815,D15962,8884,15923,0,,
17,CASH_OUT,16773,C98890,6159,3648,D99273,15642,32415,1,,
1,CASH_OUT,7123,C59093,18668,11545,D16226,15931,23054,0,,
15,CASH_OUT,19797,C12883,8987,7707,D86527,14448,34245,0,,
5,CASH_OUT,19276,C36589,17953,13686,D30800,7831,27107,0,,
9,CASH_OUT,2153,C90299,4313,2160,D28920,10556,12709,0,,
15,TRANSFER,13328,C85764,18861,5533,D62339,15376,28704,1,,
7,CASH_OUT,1349,C81708,2475,1126,D94635,1271,2620,0,,
1,CASH_OUT,14490,C20203,17982,3492,D45074,14118,28608,0,,
15,TRANSFER,5125,C36116,13959,8834,D84752,13075,18200,0,,
15,TRANSFER,13170,C97728,3044,2655,D57993,2958,16128,1,,
1,CASH_OUT,8720,C97562,4306,597,D81601,8406,17126,0,,
1,CASH_OUT,16851,C58885,17027,176,D90402,4732,21583,0,,
18,CASH_OUT,11390,C73976,6417,3313,D50522,18822,30212,0,,
2,CASH_OUT,6131,C54500,19878,13747,D65517,16035,22166,0,,
5,TRANSFER,3490,C67514,17638,14148,D51483,15401,18891,0,,
10,CASH_OUT,9311,C61018,1846,309,D77302,2626,11937,1,,
3,TRANSFER,8972,C65479,10461,1489,D13332,1395,10367,0,,
4,CASH_OUT,11882,C28450,14994,3112,D86292,12384,24266,0,,
20,TRANSFER,5562,C62989,7093,1531,D10770,11464,17026,1,,
14,CASH_OUT,11132,C48672,16115,4983,D22313,14426,25558,0,,
8,TRANSFER,14415,C65811,17817,3402,D14396,4775,19190,1,,
17,TRANSFER,10159,C35684,11344,1185,D52010,7697,17856,0,,
9,TRANSFER,16476,C36126,13609,9123,D63670,15340,31816,0,,
19,CASH_OUT,12526,C81280,5599,5446,D58536,6687,19213,1,,
3,CASH_OUT,13557,C45319,8245,3373,D91115,6498,20055,0,,
18,TRANSFER,8365,C82442,3340,2649,D40116,8799,17164,0,,
17,CASH_OUT,18269,C24303,6034,5772,D67423,19643,37912,0,,
20,CASH_OUT,6961,C51582,12645,5684,D69880,5440,12401,0,,
7,CASH_OUT,9511,C43071,9478,101,D81850,17608,27119,0,,
18,CASH_OUT,7186,C46175,14465,7279,D87906,1678,8864,1,,
17,CASH_OUT,9858,C82986,6861,6383,D77310,14707,24565,0,,
18,TRANSFER,5340,C85675,12986,7646,D24708,16926,22266,0,,
20,CASH_OUT,11781,C80106,17608,5827,D47431,9181,20962,0,,
16,CASH_OUT,19404,C21645,19749,345,D80798,8788,28192,0,,
2,CASH_OUT,11688,C12023,19847,8159,D35836,11890,23578,1,,
13,TRANSFER,12960,C85068,13478,518,D34299,12997,25957,0,,
20,CASH_OUT,7909,C84588,7266,5449,D70193,11356,19265,1,,
15,TRANSFER,16605,C64987,13785,6349,D51045,5357,21962,0,,
15,TRANSFER,14505,C43487,11943,6407,D10683,18822,33327,0,,
19,TRANSFER,3427,C65440,19024,15597,D24323,19230,22657,0,,
2,TRANSFER,1844,C54743,19704,17860,D55640,7447,9291,0,,
19,TRANSFER,3242,C21011,1179,272,D31140,1373,4615,1,,
13,CASH_OUT,2803,C81559,1747,514,D21107,4335,7138,0,,
10,TRANSFER,9862,C27128,10707,845,D80722,11686,21548,1,,
6,CASH_OUT,13071,C73882,16855,3784,D22084,12818,25889,0,,
11,CASH_OUT,13507,C31829,8008,7188,D38990,4188,17695,0,,
2,TRANSFER,11703,C62664,10210,310,D37030,15258,26961,0,,
9,TRANSFER,12787,C64933,16618,3831,D62937,19001,31788,0,,
6,CASH_OUT,12327,C89437,6866,6697,D96385,4428,16755,0,,
11,CASH_OUT,2453,C20842,4924,2471,D88017,15771,18224,0,,
7,CASH_OUT,18403,C78399,14456,3410,D76472,1148,19551,0,,
12,TRANSFER,10670,C67198,2352,859,D16290,9900,20570,1,,
14,TRANSFER,9162,C29184,19809,10647,D98680,12147,21309,1,,
16,CASH_OUT,8719,C64515,18354,9635,D56233,19843,28562,0,,
3,CASH_OUT,19735,C42694,10353,8708,D43401,9449,29184,0,,
2,CASH_OUT,13715,C71228,9042,985,D47509,5521,19236,0,,
18,CASH_OUT,6625,C34531,16931,10306,D90857,7420,14045,0,,
15,TRANSFER,3366,C16567,16131,12765,D33232,3007,6373,1,,
20,TRANSFER,11325,C33482,10779,2492,D78821,16938,28263,0,,
18,CASH_OUT,18443,C55655,7578,6468,D42693,7332,25775,0,,
13,CASH_OUT,12558,C57668,18136,5578,D26706,2482,15040,0,,
10,TRANSFER,10675,C99270,6435,2567,D52134,19068,29743,0,,
1,TRANSFER,16094,C79653,6313,1060,D66753,7408,23502,0,,
6,CASH_OUT,4124,C21621,4042,3286,D11197,15691,19815,1,,
15,CASH_OUT,5607,C47926,4592,713,D92709,6701,12308,1,,
1,CASH_OUT,3482,C85340,4575,1093,D16279,8187,11669,0,,
14,TRANSFER,13979,C78905,2619,1151,D44063,4519,18498,0,,
1,CASH_OUT,16523,C96301,6109,3806,D21263,5717,22240,0,,
8,CASH_OUT,1047,C23820,5226,4179,D97504,14613,15660,1,,
6,CASH_OUT,13081,C95606,2359,1344,D63501,11114,24195,0,,
10,TRANSFER,12002,C17348,3984,294,D20240,12606,24608,0,,
12,TRANSFER,6965,C53322,12118,5153,D24210,4024,10989,0,,
12,CASH_OUT,12155,C32739,13366,1211,D24739,4917,17072,0,,
20,CASH_OUT,11746,C72563,16610,4864,D43540,8156,19902,0,,
19,CASH_OUT,16448,C56319,3834,700,D16184,7507,23955,1,,
17,TRANSFER,9447,C28889,5595,1645,D13737,11067,20514,0,,
4,TRANSFER,14484,C91078,12870,9876,D29523,9387,23871,1,,
4,TRANSFER,10682,C36599,13976,3294,D38290,11711,22393,0,,
13,CASH_OUT,6770,C70268,9521,2751,D41418,8406,15176,0,,
13,TRANSFER,11296,C72039,4534,2511,D73549,15101,26397,1,,
18,CASH_OUT,8767,C90031,10235,1468,D66408,11253,20020,0,,
14,CASH_OUT,14773,C23263,13057,12047,D56409,8640,23413,0,,
9,TRANSFER,9221,C40755,15803,6582,D15788,7077,16298,0,,
10,CASH_OUT,12602,C20558,8155,5849,D29404,4596,17198,0,,
10,TRANSFER,2446,C25116,18150,15704,D52231,16270,18716,0,,
16,CASH_OUT,9107,C56921,4476,1539,D86022,8782,17889,1,,
19,TRANSFER,14958,C77056,19951,4993,D32214,4869,19827,0,,
8,TRANSFER,13781,C10138,5453,3012,D67371,17145,30926,0,,
9,TRANSFER,12385,C74340,7747,534,D59802,1933,14318,0,,
17,CASH_OUT,13222,C94951,6067,5779,D12979,16222,29444,1,,
5,CASH_OUT,8003,C84046,6682,595,D58137,4633,12636,0,,
8,CASH_OUT,3747,C59342,5567,1820,D45928,15513,19260,1,,
5,TRANSFER,4755,C27892,19141,14386,D56086,2090,6845,0,,
9,TRANSFER,10514,C62228,9764,3940,D30676,12785,23299,0,,
20,TRANSFER,13105,C45020,5078,102,D82582,3032,16137,0,,
8,CASH_OUT,1187,C57327,12363,11176,D38320,16977,18164,0,,
2,TRANSFER,10216,C24753,11494,1278,D74180,6967,17183,1,,
11,CASH_OUT,7819,C23334,19429,11610,D29828,15812,23631,0,,
10,CASH_OUT,10166,C88307,8808,1817,D50663,10746,20912,0,,
17,TRANSFER,9347,C44878,16157,6810,D28928,15085,24432,1,,
17,TRANSFER,17829,C67395,19038,1209,D58807,17321,35150,0,,
11,CASH_OUT,13578,C18531,15472,1894,D11826,10332,23910,1,,
12,CASH_OUT,5504,C94130,17925,12421,D44084,10297,15801,0,,
19,CASH_OUT,18323,C18562,16440,13715,D12688,13788,32111,0,,
14,TRANSFER,19010,C77444,16692,8083,D96159,19870,38880,1,,
2,CASH_OUT,1405,C48524,4568,3163,D22289,17320,18725,0,,
13,CASH_OUT,18771,C85047,17876,5324,D41216,12260,31031,1,,
10,TRANSFER,7347,C44868,16443,9096,D39668,1023,8370,0,,
19,CASH_OUT,7799,C47309,11792,3993,D33638,11552,19351,0,,
15,CASH_OUT,5937,C85056,8396,2459,D16203,9187,15124,0,,
13,TRANSFER,6004,C75167,4783,2567,D21615,13491,19495,1,,
1,TRANSFER,4344,C27814,19763,15419,D53217,5936,10280,0,,
14,CASH_OUT,1012,C11535,17449,16437,D57580,11744,12756,0,,
17,CASH_OUT,13132,C65190,19164,6032,D28070,17366,30498,0,,
10,TRANSFER,5098,C38991,12924,7826,D90961,7118,12216,0,,
19,CASH_OUT,16952,C32229,8779,5775,D22525,14529,31481,0,,
19,CASH_OUT,14248,C32516,16026,1778,D86056,15339,29587,0,,
15,CASH_OUT,6169,C34019,18549,12380,D39833,1881,8050,0,,
3,TRANSFER,1758,C33815,17278,15520,D78284,12258,14016,0,,
1,CASH_OUT,14125,C86220,9565,157,D95184,4631,18756,0,,
6,CASH_OUT,7077,C96895,15016,7939,D38200,7971,15048,0,,
20,TRANSFER,13000,C83116,2349,420,D31005,12050,25050,1,,
9,CASH_OUT,12416,C59548,3033,2884,D20072,4446,16862,0,,
4,CASH_OUT,18878,C77583,1795,1380,D83859,14303,33181,1,,
9,TRANSFER,6568,C40555,6760,192,D34135,7848,14416,0,,
2,TRANSFER,6614,C87865,8534,1920,D76303,1041,7655,1,,
9,CASH_OUT,19854,C34173,2368,2299,D56941,9268,29122,0,,
17,TRANSFER,4883,C17675,11116,6233,D51342,6367,11250,1,,
6,TRANSFER,10281,C33639,5433,3643,D78450,5002,15283,0,,
1,CASH_OUT,1369,C72006,15867,14498,D85733,5859,7228,1,,
4,TRANSFER,5517,C43073,3661,1932,D92130,2908,8425,0,,
16,TRANSFER,11594,C78818,11760,166,D69020,4425,16019,0,,
19,TRANSFER,10526,C44497,6273,3403,D79651,15105,25631,0,,
5,CASH_OUT,4222,C46121,13356,9134,D73301,13564,17786,1,,
11,CASH_OUT,12659,C81849,4337,2329,D30345,5639,18298,0,,
4,TRANSFER,19142,C89660,17889,5670,D40307,18909,38051,1,,
12,TRANSFER,16812,C13391,5878,4980,D17144,17140,33952,0,,
5,CASH_OUT,19172,C68580,7053,2474,D59702,9033,28205,0,,
19,CASH_OUT,2959,C50223,10737,7778,D70420,10366,13325,0,,
14,TRANSFER,17217,C75851,15872,1808,D19771,13582,30799,0,,
17,CASH_OUT,18013,C57957,12106,11799,D61083,13608,31621,0,,
1,CASH_OUT,9108,C78023,8587,480,D55430,2973,12081,0,,
9,CASH_OUT,7157,C57838,19768,12611,D27083,14936,22093,0,,
12,TRANSFER,3570,C51920,11445,7875,D96305,3459,7029,0,,
9,TRANSFER,16710,C38576,10662,423,D48715,18536,35246,0,,
19,CASH_OUT,2998,C60411,19695,16697,D25287,2592,5590,1,,
19,TRANSFER,15192,C86279,6162,795,D55716,6543,21735,0,,
16,CASH_OUT,2890,C70527,18774,15884,D94468,13718,16608,0,,
4,TRANSFER,16371,C84546,17338,967,D93034,18794,35165,1,,
7,TRANSFER,11926,C54969,17142,5216,D18506,17701,29627,0,,
16,TRANSFER,10572,C14715,13732,3160,D15147,7314,17886,1,,
8,TRANSFER,3241,C13692,17407,14166,D23936,15070,18311,0,,
5,TRANSFER,4603,C75416,1252,1035,D45669,1079,5682,0,,
13,TRANSFER,2682,C96119,7684,5002,D78664,11326,14008,0,,
19,CASH_OUT,3863,C16043,1255,884,D78221,3250,7113,0,,
3,TRANSFER,18541,C91035,2817,1504,D55632,10204,28745,1,,
9,TRANSFER,6064,C75390,5345,823,D44088,17307,23371,0,,
3,CASH_OUT,11752,C20489,10290,5413,D98984,8894,20646,0,,
8,TRANSFER,12771,C51911,17979,5208,D99863,14223,26994,0,,
4,CASH_OUT,17625,C91453,10697,10367,D17407,9266,26891,1,,
4,CASH_OUT,13491,C12255,11078,1076,D23532,12119,25610,1,,
20,CASH_OUT,12981,C68999,16027,3046,D50844,2826,15807,1,,
19,CASH_OUT,14004,C18476,3258,532,D50041,7782,21786,0,,
12,TRANSFER,2751,C84228,6327,3576,D89083,12593,15344,0,,
20,TRANSFER,7982,C40579,13405,5423,D79261,17618,25600,1,,
11,CASH_OUT,7233,C85323,6038,3268,D42384,2666,9899,0,,
4,CASH_OUT,3995,C37622,14417,10422,D51266,10423,14418,1,,
15,TRANSFER,3801,C83008,4377,576,D59214,6002,9803,0,,
5,TRANSFER,8365,C36830,6317,5394,D98610,14713,23078,0,,
16,CASH_OUT,17157,C94365,18487,1330,D40465,5560,22717,1,,
17,CASH_OUT,18309,C44973,18705,396,D47022,12613,30922,0,,
3,TRANSFER,1987,C58995,14748,12761,D93624,7804,9791,0,,
20,CASH_OUT,13618,C96358,12471,4557,D61255,4099,17717,0,,
12,TRANSFER,17507,C13237,9260,5214,D41765,9753,27260,0,,
9,TRANSFER,11827,C82430,12730,903,D26962,5658,17485,0,,
4,TRANSFER,18469,C80867,9763,3022,D50486,6226,24695,0,,
16,TRANSFER,4201,C48611,18070,13869,D36046,8711,12912,0,,
19,CASH_OUT,3359,C84669,6452,3093,D26706,6958,10317,0,,
5,CASH_OUT,6518,C11842,19801,13283,D84687,8678,15196,0,,
9,CASH_OUT,11020,C73016,5870,1022,D48987,6090,17110,0,,
2,TRANSFER,18936,C36607,6194,1688,D85800,12002,30938,0,,
8,CASH_OUT,2362,C70791,12549,10187,D31228,14280,16642,1,,
15,CASH_OUT,14019,C16304,4192,118,D89538,5091,19110,0,,
2,TRANSFER,18653,C97499,9559,338,D32956,17024,35677,0,,
3,CASH_OUT,15028,C41815,8094,408,D47427,1514,16542,1,,
10,TRANSFER,12213,C39107,8065,4762,D29547,5986,18199,0,,
19,CASH_OUT,16781,C95029,10754,786,D73592,16122,32903,1,,
6,CASH_OUT,9742,C66820,3393,2614,D17190,1589,11331,0,,
1,TRANSFER,8598,C10548,16616,8018,D89422,1120,9718,1,,
1,CASH_OUT,5560,C70223,9877,4317,D41438,17112,22672,1,,
5,CASH_OUT,5341,C98755,6198,857,D20895,10363,15704,0,,
10,CASH_OUT,17979,C86169,12927,2871,D83754,19758,37737,1,,
6,TRANSFER,14369,C74157,11274,5947,D96830,3149,17518,1,,
6,TRANSFER,4059,C72779,4207,148,D90234,9350,13409,0,,
20,CASH_OUT,8180,C64187,2243,1469,D76432,2500,10680,1,,
3,CASH_OUT,9092,C48477,14180,5088,D56553,3530,12622,0,,
5,TRANSFER,12846,C35908,9757,2400,D78243,4218,17064,1,,
10,TRANSFER,19076,C78345,18348,12564,D37262,15377,34453,1,,
12,CASH_OUT,2058,C48316,6912,4854,D33113,19652,21710,1,,
9,CASH_OUT,10635,C62488,3215,1221,D83410,2334,12969,0,,
5,TRANSFER,16049,C64091,3531,702,D79814,2795,18844,1,,
12,CASH_OUT,15789,C73114,16697,908,D78908,17814,33603,0,,
13,CASH_OUT,6297,C76854,13279,6982,D91854,3213,9510,0,,
13,CASH_OUT,17589,C65394,1138,1055,D13655,4215,21804,0,,
9,CASH_OUT,3561,C17940,16602,13041,D83737,6146,9707,1,,
17,CASH_OUT,14016,C31550,14030,14,D20108,18235,32251,0,,
6,TRANSFER,9170,C54464,3754,1249,D44334,1990,11160,0,,
5,CASH_OUT,1121,C47267,19513,18392,D60952,8557,9678,0,,
11,TRANSFER,18732,C44564,7988,532,D57342,1856,20588,0,,
6,CASH_OUT,19375,C92748,1079,89,D56727,5381,24756,0,,
6,TRANSFER,16643,C60398,18324,1681,D97666,16514,33157,0,,
11,CASH_OUT,10675,C92930,9831,6904,D14160,15545,26220,0,,
8,TRANSFER,17825,C61344,9024,8073,D98996,18535,36360,0,,
4,CASH_OUT,12477,C50255,1392,791,D30331,8642,21119,0,,
12,TRANSFER,6262,C72111,15876,9614,D91998,15563,21825,1,,
16,CASH_OUT,11900,C80067,19215,7315,D55470,6678,18578,0,,
3,TRANSFER,8587,C60055,14894,6307,D10718,9754,18341,0,,
7,CASH_OUT,11511,C87764,7065,1392,D85095,7934,19445,0,,
13,CASH_OUT,6183,C96982,17105,10922,D64059,6841,13024,0,,
1,TRANSFER,12580,C39058,14617,2037,D65829,6256,18836,0,,
6,CASH_OUT,2369,C44443,7820,5451,D48797,19714,22083,1,,
19,TRANSFER,15698,C99317,3106,2163,D50592,9894,25592,0,,
18,TRANSFER,15915,C10815,3905,219,D35384,13861,29776,0,,
15,CASH_OUT,3348,C18970,8047,4699,D69590,19905,23253,0,,
14,CASH_OUT,15082,C76431,15632,550,D26127,8959,24041,0,,
17,TRANSFER,9376,C92554,17087,7711,D67613,13531,22907,1,,
11,TRANSFER,12348,C48676,14988,2640,D52223,16621,28969,1,,
8,TRANSFER,7345,C19468,2893,1342,D78241,5484,12829,0,,
9,CASH_OUT,8000,C63949,7026,1587,D16912,8633,16633,0,,
7,TRANSFER,6736,C33196,8960,2224,D72692,11546,18282,1,,
13,CASH_OUT,19346,C41068,4494,325,D35686,3710,23056,1,,
12,TRANSFER,2933,C14675,10342,7409,D74530,5233,8166,1,,
10,TRANSFER,18319,C10377,1938,891,D59821,14521,32840,0,,
11,TRANSFER,3608,C95961,12504,8896,D21904,7641,11249,1,,
7,CASH_OUT,3123,C80367,11460,8337,D44280,4430,7553,0,,
12,CASH_OUT,11848,C39770,6421,1698,D52947,9090,20938,1,,
6,TRANSFER,1294,C76591,17134,15840,D61904,13055,14349,0,,
1,CASH_OUT,16346,C90475,19395,3049,D68404,9973,26319,0,,
17,CASH_OUT,13172,C85382,2020,673,D22530,3127,16299,0,,
3,CASH_OUT,5587,C23130,18906,13319,D53123,14210,19797,0,,
1,CASH_OUT,2733,C88089,16870,14137,D15233,18130,20863,0,,
10,TRANSFER,4250,C94403,8373,4123,D37155,3602,7852,0,,
15,CASH_OUT,9780,C64881,6919,3264,D76729,17329,27109,0,,
17,CASH_OUT,18817,C62887,11231,9878,D60659,19859,38676,0,,
19,CASH_OUT,2701,C98320,17121,14420,D89209,8729,11430,0,,
7,TRANSFER,11520,C60621,13628,2108,D13943,3407,14927,0,,
15,CASH_OUT,8347,C71085,1833,1216,D60649,16435,24782,0,,
18,TRANSFER,9710,C37969,9204,6696,D90032,1562,11272,0,,
15,CASH_OUT,11638,C40598,2997,1258,D62322,17519,29157,0,,
17,CASH_OUT,19662,C86959,12646,8073,D49198,16719,36381,0,,
15,TRANSFER,2501,C31768,1870,1695,D69080,5522,8023,1,,
1,TRANSFER,6227,C22490,2249,621,D25878,12268,18495,0,,
16,TRANSFER,9916,C41011,9575,9343,D31057,8164,18080,0,,
12,CASH_OUT,7236,C60653,1740,1337,D28505,1943,9179,0,,
19,TRANSFER,14962,C69595,3668,2879,D59449,19849,34811,0,,
17,CASH_OUT,7009,C93258,7671,662,D59539,16141,23150,1,,
3,TRANSFER,18667,C61901,19191,524,D50337,15528,34195,1,,
12,TRANSFER,16676,C13049,8307,7382,D30912,7441,24117,1,,
13,TRANSFER,18391,C60444,1644,735,D33997,8170,26561,0,,
10,TRANSFER,19179,C84377,15303,9737,D48943,19665,38844,0,,
8,TRANSFER,17995,C85015,7423,3808,D94465,1000,18995,1,,
14,CASH_OUT,17848,C13073,7864,5290,D30417,4632,22480,0,,
5,TRANSFER,2324,C22621,15556,13232,D13076,2205,4529,0,,
17,CASH_OUT,14912,C11969,11097,7383,D49913,10979,25891,0,,
1,TRANSFER,15586,C64960,14489,14012,D31785,10574,26160,0,,
2,CASH_OUT,8829,C37248,8871,42,D79022,1839,10668,1,,
5,CASH_OUT,1723,C87875,5274,3551,D66966,19035,20758,0,,
19,CASH_OUT,12187,C93837,11550,9354,D30720,17111,29298,0,,
3,TRANSFER,5422,C70174,3809,2631,D61975,5020,10442,0,,
20,TRANSFER,3318,C38728,14548,11230,D80357,16442,19760,0,,
20,CASH_OUT,11121,C65370,9460,3437,D53335,6337,17458,0,,
18,CASH_OUT,10818,C82476,18264,7446,D64626,15767,26585,0,,
19,TRANSFER,19515,C18788,14766,2111,D22134,7848,27363,0,,
17,TRANSFER,4906,C53749,16255,11349,D46799,19710,24616,0,,
1,CASH_OUT,19351,C63785,10885,2235,D10400,11815,31166,0,,
1,TRANSFER,3614,C92085,14824,11210,D27634,16231,19845,0,,
16,CASH_OUT,2220,C14949,14288,12068,D94852,1166,3386,0,,
11,CASH_OUT,11586,C58346,10906,8462,D59082,9163,20749,0,,
10,CASH_OUT,2993,C74432,12159,9166,D17881,3452,6445,0,,
16,TRANSFER,18862,C26235,17203,5966,D39364,6071,24933,1,,
13,CASH_OUT,3509,C99273,14149,10640,D78031,9164,12673,1,,
16,TRANSFER,2319,C62802,18967,16648,D44271,14450,16769,0,,
1,TRANSFER,6604,C18475,8169,1565,D55651,17854,24458,1,,
2,CASH_OUT,6291,C26662,12003,5712,D44577,3661,9952,1,,
4,TRANSFER,19125,C27763,3331,1240,D96076,19980,39105,0,,
14,CASH_OUT,14945,C53185,11246,8595,D65262,12181,27126,0,,
3,CASH_OUT,6546,C61501,6162,6067,D88032,13401,19947,0,,
6,TRANSFER,7065,C33001,7729,664,D54308,19870,26935,0,,
18,TRANSFER,16317,C80591,19526,3209,D34313,16248,32565,0,,
5,TRANSFER,7248,C69818,3407,568,D86211,16501,23749,1,,
12,CASH_OUT,1160,C91382,3333,2173,D79966,13152,14312,0,,
10,TRANSFER,14908,C88024,12013,11117,D88855,10518,25426,1,,
9,TRANSFER,6634,C34639,7344,710,D49575,18863,25497,0,,
